,0,1,2,3,4,5,6,7
499,7.0,181.0,84.0,21.0,76.0,,,51.0
500,2.0,109.0,92.0,0.0,0.0,42.7,0.845,54.0
501,,,106.0,0.0,0.0,39.0,0.19,51.0
502,12.0,,78.0,17.0,,26.5,0.259,62.0
503,1.0,,62.0,0.0,0.0,,0.416,
504,7.0,83.0,,26.0,71.0,29.3,0.767,
505,1.0,140.0,74.0,,180.0,24.1,0.828,23.0
506,4.0,142.0,,0.0,0.0,44.0,0.645,22.0
507,8.0,125.0,96.0,0.0,0.0,0.0,,54.0
508,5.0,,68.0,28.0,71.0,,0.364,24.0
509,2.0,112.0,68.0,22.0,94.0,34.1,,26.0
510,0.0,113.0,80.0,16.0,0.0,31.0,0.874,21.0
511,7.0,179.0,95.0,,0.0,34.2,0.164,
512,6.0,,74.0,0.0,0.0,26.6,0.304,66.0
513,4.0,,70.0,0.0,0.0,34.3,0.303,
514,2.0,,0.0,0.0,49.0,21.1,0.647,26.0
515,7.0,178.0,84.0,0.0,,39.9,0.331,41.0
516,0.0,,70.0,27.0,,,0.347,21.0
517,4.0,127.0,88.0,11.0,155.0,34.5,,28.0
518,1.0,125.0,70.0,,110.0,24.3,0.221,25.0
519,2.0,,64.0,,0.0,29.7,,21.0
520,4.0,111.0,,47.0,,37.1,1.39,56.0
521,8.0,74.0,70.0,40.0,,35.3,0.705,39.0
522,,,110.0,24.0,240.0,45.4,0.721,54.0
523,,80.0,82.0,31.0,70.0,34.2,1.29,27.0
524,0.0,117.0,,31.0,188.0,30.8,0.493,22.0
525,4.0,99.0,,,51.0,,0.223,
526,13.0,,114.0,0.0,0.0,,,44.0
527,,,,0.0,0.0,,0.933,
528,2.0,,56.0,28.0,45.0,24.2,0.332,22.0
529,0.0,134.0,58.0,20.0,291.0,26.4,0.352,21.0
530,12.0,151.0,,40.0,271.0,41.8,0.742,38.0
531,1.0,164.0,82.0,43.0,67.0,,0.341,50.0
532,,126.0,90.0,0.0,0.0,43.4,0.583,42.0
533,0.0,141.0,0.0,0.0,0.0,,0.205,29.0
534,,,61.0,0.0,0.0,24.2,0.151,
535,4.0,147.0,74.0,,293.0,34.9,0.385,30.0
536,2.0,129.0,,0.0,,38.5,0.304,41.0
537,2.0,92.0,52.0,0.0,0.0,30.1,0.141,22.0
538,0.0,146.0,82.0,0.0,,,1.78,44.0
539,4.0,145.0,82.0,18.0,0.0,32.5,0.235,70.0
540,1.0,,56.0,11.0,0.0,22.5,,22.0
541,3.0,148.0,66.0,28.0,205.0,32.9,,22.0
542,5.0,189.0,64.0,33.0,325.0,,0.583,29.0
543,7.0,,64.0,25.0,79.0,,0.738,41.0
544,0.0,101.0,,17.0,0.0,,0.252,21.0
545,8.0,85.0,55.0,20.0,0.0,24.4,0.136,42.0
546,7.0,109.0,80.0,31.0,0.0,35.9,1.13,43.0
547,,117.0,0.0,0.0,0.0,,,44.0
548,2.0,157.0,74.0,,,39.4,0.134,30.0
549,7.0,159.0,66.0,0.0,0.0,30.4,0.383,36.0
550,9.0,,72.0,22.0,,,0.733,48.0
551,1.0,167.0,74.0,17.0,144.0,,0.447,
552,6.0,,,0.0,0.0,27.8,0.247,
553,0.0,137.0,70.0,,,33.2,,22.0
554,2.0,105.0,75.0,,0.0,23.3,,
555,7.0,62.0,,0.0,0.0,32.6,0.391,41.0
556,,,,0.0,0.0,,0.129,59.0
557,,99.0,80.0,11.0,64.0,19.3,0.284,30.0
558,15.0,136.0,,31.0,0.0,28.0,,63.0
559,4.0,146.0,,0.0,0.0,31.2,,
560,1.0,172.0,68.0,,579.0,42.4,0.702,28.0
561,13.0,145.0,82.0,19.0,110.0,,0.245,57.0
562,,,70.0,30.0,135.0,,0.452,30.0
563,12.0,92.0,,,258.0,27.6,0.926,44.0
564,1.0,,64.0,35.0,0.0,,0.543,21.0
565,1.0,0.0,48.0,,,24.7,,22.0
566,3.0,191.0,68.0,15.0,,30.9,,34.0
567,1.0,112.0,,,,,0.217,24.0
568,,176.0,86.0,27.0,156.0,,,52.0
569,1.0,89.0,66.0,23.0,,28.1,0.167,21.0
570,,,82.0,24.0,0.0,,1.28,50.0
571,2.0,158.0,90.0,,0.0,31.6,0.805,66.0
572,,146.0,,0.0,,37.9,0.334,28.0
573,4.0,173.0,70.0,14.0,168.0,29.7,0.361,33.0
574,6.0,147.0,,0.0,0.0,29.5,,50.0
575,,161.0,68.0,23.0,,24.2,0.326,47.0
576,,144.0,,46.0,180.0,46.1,0.335,46.0
577,5.0,,74.0,0.0,0.0,28.8,0.153,
578,3.0,,64.0,25.0,,34.0,0.271,26.0
579,1.0,,70.0,,0.0,18.2,,21.0
580,1.0,,76.0,34.0,,,0.192,23.0
581,2.0,106.0,64.0,35.0,119.0,,,34.0
582,,,,,0.0,37.8,0.261,41.0
583,11.0,,74.0,26.0,,36.1,0.557,50.0
584,3.0,113.0,50.0,10.0,85.0,29.5,,25.0
585,8.0,105.0,100.0,36.0,0.0,,0.239,45.0
586,0.0,152.0,82.0,39.0,272.0,41.5,0.27,27.0
587,4.0,156.0,75.0,,0.0,48.3,0.238,32.0
588,1.0,,82.0,40.0,0.0,41.3,0.607,
589,6.0,,70.0,,68.0,30.8,0.122,37.0
590,1.0,102.0,74.0,0.0,,39.5,0.293,42.0
591,,90.0,60.0,,0.0,23.5,0.191,
592,,,68.0,28.0,0.0,35.9,0.745,41.0
593,,134.0,70.0,23.0,130.0,35.4,0.542,29.0
594,,122.0,78.0,0.0,,,0.254,40.0
595,,130.0,70.0,13.0,,,0.472,22.0
596,2.0,,52.0,26.0,63.0,32.5,,22.0
597,2.0,88.0,74.0,19.0,53.0,,0.229,22.0
598,7.0,106.0,60.0,24.0,,26.5,0.296,
599,0.0,105.0,68.0,22.0,,,0.236,22.0
600,,,72.0,,,26.5,0.296,55.0
601,0.0,118.0,,47.0,230.0,45.8,0.551,31.0
602,2.0,114.0,68.0,22.0,0.0,28.7,,25.0
603,0.0,114.0,80.0,34.0,285.0,44.2,0.167,27.0
604,9.0,106.0,52.0,,0.0,31.2,0.38,42.0
605,1.0,91.0,54.0,25.0,,,0.234,23.0
606,,125.0,70.0,26.0,115.0,31.1,,41.0
607,,108.0,44.0,,130.0,24.0,,
608,11.0,135.0,,,0.0,52.3,0.578,40.0
609,,155.0,62.0,26.0,495.0,34.0,0.543,46.0
610,6.0,,92.0,,0.0,19.9,0.188,28.0
611,,112.0,78.0,50.0,140.0,39.4,,
612,8.0,126.0,,38.0,75.0,25.9,0.162,39.0
613,3.0,125.0,58.0,0.0,0.0,31.6,0.151,24.0
614,1.0,149.0,,29.0,127.0,29.3,0.349,42.0
